0.005 0.0 0 1267.99298575 0.0 1.0
0.015 0.0 0 8804.782626 0.0 1.0
0.025 0.0 0 23682.8928768 0.0 1.0
0.035 0.0 0 45689.687498 0.0 1.0
0.045 0.0 0 74613.3782745 0.0 1.0
0.055 0.0 0 110243.221427 0.0 1.0
0.065 0.0 0 152369.707015 0.0 1.0
0.075 0.0 0 200784.741077 0.0 1.0
0.085 0.0 0 255281.820294 0.0 1.0
0.095 0.0 0 315656.198995 0.0 1.0
0.105 6.57870862337e-05 25.111262932 381705.048355 23385.2197209 0.752482006685
0.115 7.99468193659e-05 36.2341056822 453227.607672 36963.0382563 0.71442140494
0.125 7.44989702931e-05 39.4863411383 530025.327637 39040.5317218 0.72860018304
0.135 0.000132433075851 81.0360647152 611902.005555 97110.5363266 0.601624851823
0.145 7.57156456902e-05 52.8997892535 698663.912475 52688.611018 0.725385023035
0.155 0.000105991707796 83.7461588642 790119.912264 94801.9938563 0.653612483295
0.165 6.70840743615e-05 59.441962108 886081.57262 55900.6145883 0.74882787556
0.175 9.3526556495e-05 92.2511599193 986363.268108 100141.01309 0.681369353384
0.185 0.000106854840952 116.555366539 1090782.27529 132269.745662 0.651773976841
0.195 8.72926134085e-05 104.677705614 1199158.8008 110708.959947 0.696154341134
0.205 8.34317800513e-05 109.405455211 1311316.32508 113624.869747 0.705637172951
0.215 8.43135962312e-05 120.322347755 1427081.19607 125501.424031 0.703448595675
0.225 6.95566605518e-05 107.554290909 1546283.13171 102959.477447 0.741959035961
0.235 6.85905976177e-05 114.460907894 1668755.07532 108827.878261 0.744627703925
0.245 6.0203976082e-05 108.025998091 1794333.28363 96056.2449259 0.768627762771
0.255 6.54463291137e-05 125.843956294 1922857.37028 116886.460457 0.753447978233
0.265 7.49049428399e-05 153.86751211 2054170.34279 152507.88963 0.727524205036
0.275 5.82970742586e-05 127.56091444 2188118.63309 111461.635048 0.774302227674
0.285 6.61790343596e-05 153.836614742 2324552.12183 143691.953799 0.751373978349
0.295 6.41781207704e-05 158.091515233 2463324.15682 145379.062913 0.757064965928
0.305 7.10715607973e-05 185.091066341 2604291.56563 179024.882656 0.737812551829
0.315 4.5631868653e-05 125.365101841 2747314.6628 94814.6589598 0.81422659485
0.325 5.58176960659e-05 161.439136223 2892257.25177 137695.442231 0.781806743926
0.335 5.22437290574e-05 158.76799368 3038986.62184 130363.607136 0.792883933121
0.345 4.31316239741e-05 137.476597009 3187373.54038 100309.411364 0.822599696127
0.355 3.07501420282e-05 102.622210385 3337292.24051 59265.8526228 0.866738361425
0.365 3.71622302862e-05 129.644914854 3488620.40453 85657.659856 0.843304601068
0.375 2.38579548693e-05 86.8725191511 3641239.14338 41359.0509487 0.893423689664
0.385 2.54410775769e-05 96.5497282548 3795032.97228 48330.4072572 0.887149769464
0.395 2.44098854511e-05 96.4163571429 3949889.78281 46733.9502589 0.891226336121
0.405 1.64190324435e-05 67.4116348312 4105700.81173 23631.5124728 0.924133139964
0.415 1.37339259641e-05 58.5389450043 4262360.60668 17599.1894698 0.935742882642
0.425 1.42685228899e-05 63.0635464515 4419766.98907 19599.3042625 0.933408217421
0.435 1.6806886115e-05 76.9389164411 4577821.01423 27509.7839143 0.922479924802
0.445 1.49738535294e-05 70.9225630913 4736426.92924 22979.8251535 0.930345698867
0.455 1.79601274504e-05 87.9236625597 4895492.12847 33240.0048654 0.917599022993
0.465 1.37807959486e-05 69.6609189977 5054927.10709 21005.1662087 0.935537727384
0.475 1.34778763498e-05 70.2823460812 5214645.41274 20785.5715107 0.936865231282
0.485 1.53323465815e-05 82.4046717722 5374563.5956 27248.4570529 0.928796825814
0.495 1.67320470036e-05 92.6052067034 5534601.15692 32986.6502428 0.922798463656
0.505 1.44279079727e-05 82.162326134 5694680.49624 25781.8141137 0.932714411528
0.515 1.27742648825e-05 74.789831693 5854726.85756 21102.8093649 0.939963299182
0.525 1.10198125524e-05 66.2805169487 6014668.2744 16402.6352837 0.947778303757
0.535 9.39569484213e-06 58.013111913 6174435.51412 12431.386486 0.955129474609
0.545 9.58759671009e-06 60.7274734388 6333962.02147 13254.514206 0.954254942274
0.555 1.00837958558e-05 65.4759405149 6493183.86166 14959.6240291 0.952001077405
0.565 1.3663391396e-05 90.8894214963 6652039.66293 27202.6750275 0.936051790123
0.575 1.29489409237e-05 88.1883809286 6810470.55883 25182.2568849 0.939192273662
0.585 1.76750825834e-05 123.167401279 6968420.13032 45945.1627374 0.918800616159
0.595 2.24504876349e-05 159.978455912 7125834.34773 72580.6001648 0.89907647372
0.605 2.67537517095e-05 194.838517898 7282661.51283 101379.593826 0.8820140725
0.615 3.0153239299e-05 224.305497887 7438852.44512 127684.949594 0.868986248506
0.625 3.97906671672e-05 302.184617179 7594359.14732 209116.84674 0.834060817974
0.635 4.19858222307e-05 325.353904815 7749137.38803 233280.717581 0.826494701864
0.645 5.59188096203e-05 441.93440124 7903143.93745 377321.292239 0.781497851982
0.655 6.41281560912e-05 516.638093745 8056337.89019 474903.946718 0.757208178635
0.665 7.46783281494e-05 613.0105233 8208680.32923 606755.50581 0.728124425933
0.675 9.07492009225e-05 758.675504644 8360134.2704 814445.095203 0.687878072804
0.685 0.000117573459146 1000.62827751 8510664.60726 1166523.9733 0.629775550317
0.695 0.000164288395202 1422.77661243 8660238.05685 1761379.47758 0.549015567429
0.705 0.000208575148523 1837.30158764 8808823.10593 2295615.33551 0.489506032667
0.715 0.000250712707175 2245.48077292 8956389.95816 2771316.21009 0.443741649206
